name,diff
control_random,-51333193049
control_complex,-6763911920
dependency_chain1,-2053129198
dependency_chain2,-31799566
dependency_chain6,-31584364
execution_int_add_ind,-31560038
dependency_chain4,-30940425
control_conditional,-8059924
dependency_chain5,1968296600
dependency_chain3,1969759105
control_small_bbl,8895987762
control_switch,21079452640
execution_int_mul_ind,25943172747
