Benchmark,IPC
gobmk,0.7899745371042898
perlbench,0.8345133322656288
astar,0.7429090065885404
bzip2,0.8566937381632367
omnetpp,0.3491248913230157
mcf,0.1574313461494574
lbm,0.41276929852691213
milc,0.32814579687871487
GemsFDTD,0.354454194873044
zeusmp,0.4707094859958167
sjeng,0.6821164140417593
libquantum,0.40363889524379504
h264ref,0.9800108895564876
hmmer,1.0380344092270963
cactusADM,0.5224823816490837
